Industry,Indentation Level,Main Category
"Goods Producing,7933.33,7741.67,8033.33,8633.33,9033.33,9866.67,10958.33,11091.67,11291.67,11575.0,11275.0,12216.67,12950.0,12866.67,10989.58",2,
"""      Mining, Logging and Construction"",2958.33,2900.0,2958.33,3225.0,3383.33,3683.33,4408.33,4508.33,4441.67,4500.0,4441.67,4750.0,5033.33,5050.0,4293.75",0,
"Manufacturing,4975.0,4841.67,5075.0,5408.33,5650.0,6183.33,6550.0,6583.33,6850.0,7075.0,6833.33,7466.67,7916.67,7816.67,6695.83",3,
"Durable Goods,2366.67,2383.33,2466.67,2575.0,2750.0,2950.0,3141.67,3225.0,3408.33,3725.0,3691.67,4175.0,4258.33,4358.33,3611.81",4,"Durable Goods,2366.67,2383.33,2466.67,2575.0,2750.0,2950.0,3141.67,3225.0,3408.33,3725.0,3691.67,4175.0,4258.33,4358.33,3611.81"
"Non-Durable Goods,2608.33,2458.33,2608.33,2833.33,2900.0,3233.33,3408.33,3358.33,3441.67,3350.0,3141.67,3291.67,3658.33,3458.33,3084.03",4,"Non-Durable Goods,2608.33,2458.33,2608.33,2833.33,2900.0,3233.33,3408.33,3358.33,3441.67,3350.0,3141.67,3291.67,3658.33,3458.33,3084.03"
"Service-Providing,80083.33,80475.0,82125.0,84300.0,86166.67,88483.33,89583.33,91033.33,91225.0,92166.67,82600.0,84241.67,86350.0,86916.67,85745.83",0,"Non-Durable Goods,2608.33,2458.33,2608.33,2833.33,2900.0,3233.33,3408.33,3358.33,3441.67,3350.0,3141.67,3291.67,3658.33,3458.33,3084.03"
"Private Service Providing,59750.0,60216.67,61716.67,63666.67,65116.67,67050.0,67850.0,69175.0,69233.33,69783.33,61550.0,64083.33,67550.0,67600.0,65630.56",2,"Non-Durable Goods,2608.33,2458.33,2608.33,2833.33,2900.0,3233.33,3408.33,3358.33,3441.67,3350.0,3141.67,3291.67,3658.33,3458.33,3084.03"
"""      Trade, Transportation, and Utilities"",16391.67,16100.0,16166.67,16300.0,16575.0,16966.67,17308.33,17175.0,16775.0,16800.0,15708.33,16316.67,16650.0,16183.33,15927.78",0,"Non-Durable Goods,2608.33,2458.33,2608.33,2833.33,2900.0,3233.33,3408.33,3358.33,3441.67,3350.0,3141.67,3291.67,3658.33,3458.33,3084.03"
"Wholesale Trade,3541.67,3358.33,3350.0,3408.33,3475.0,3466.67,3383.33,3291.67,3375.0,3358.33,3258.33,3300.0,3508.33,3266.67,3227.78",4,"Wholesale Trade,3541.67,3358.33,3350.0,3408.33,3475.0,3466.67,3383.33,3291.67,3375.0,3358.33,3258.33,3300.0,3508.33,3266.67,3227.78"
"Retail Trade,11375.0,11291.67,11416.67,11541.67,11766.67,12041.67,12383.33,12325.0,11841.67,11741.67,10750.0,11025.0,10991.67,10800.0,10915.97",4,"Retail Trade,11375.0,11291.67,11416.67,11541.67,11766.67,12041.67,12383.33,12325.0,11841.67,11741.67,10750.0,11025.0,10991.67,10800.0,10915.97"
"""        Transportation, Warehousing, and Utilities"",1475.0,1450.0,1400.0,1350.0,1333.33,1458.33,1541.67,1558.33,1558.33,1700.0,1700.0,1991.67,2150.0,2116.67,1784.03",0,"Retail Trade,11375.0,11291.67,11416.67,11541.67,11766.67,12041.67,12383.33,12325.0,11841.67,11741.67,10750.0,11025.0,10991.67,10800.0,10915.97"
"Information,900.0,900.0,808.33,800.0,825.0,808.33,800.0,758.33,666.67,616.67,575.0,583.33,600.0,600.0,702.78",3,"Retail Trade,11375.0,11291.67,11416.67,11541.67,11766.67,12041.67,12383.33,12325.0,11841.67,11741.67,10750.0,11025.0,10991.67,10800.0,10915.97"
"Financial Activities,3258.33,3091.67,3200.0,3408.33,3475.0,3541.67,3583.33,3550.0,3566.67,3433.33,3191.67,3216.67,3275.0,3258.33,3294.44",3,"Retail Trade,11375.0,11291.67,11416.67,11541.67,11766.67,12041.67,12383.33,12325.0,11841.67,11741.67,10750.0,11025.0,10991.67,10800.0,10915.97"
"Finance and Insurance,1950.0,1866.67,1875.0,1966.67,2016.67,2050.0,2058.33,2033.33,2016.67,1925.0,1900.0,1900.0,1883.33,1900.0,1914.58",4,"Finance and Insurance,1950.0,1866.67,1875.0,1966.67,2016.67,2050.0,2058.33,2033.33,2016.67,1925.0,1900.0,1900.0,1883.33,1900.0,1914.58"
"Real Estate and Rental and Leasing,1308.33,1225.0,1325.0,1441.67,1458.33,1491.67,1525.0,1516.67,1550.0,1508.33,1291.67,1316.67,1391.67,1358.33,1379.86",4,"Real Estate and Rental and Leasing,1308.33,1225.0,1325.0,1441.67,1458.33,1491.67,1525.0,1516.67,1550.0,1508.33,1291.67,1316.67,1391.67,1358.33,1379.86"
"Professional and Business Services,9616.67,10058.33,10316.67,10258.33,10091.67,10333.33,10308.33,10641.67,10700.0,10933.33,10400.0,10600.0,10683.33,9850.0,9820.14",3,"Real Estate and Rental and Leasing,1308.33,1225.0,1325.0,1441.67,1458.33,1491.67,1525.0,1516.67,1550.0,1508.33,1291.67,1316.67,1391.67,1358.33,1379.86"
"Private Education and Health Services,15050.0,15391.67,15783.33,16525.0,16866.67,17250.0,17333.33,17858.33,17783.33,17991.67,17058.33,17225.0,17691.67,18450.0,17901.39",3,"Real Estate and Rental and Leasing,1308.33,1225.0,1325.0,1441.67,1458.33,1491.67,1525.0,1516.67,1550.0,1508.33,1291.67,1316.67,1391.67,1358.33,1379.86"
"Leisure and Hospitality,10875.0,11066.67,11658.33,12308.33,12966.67,13616.67,13875.0,14225.0,14466.67,14750.0,10266.67,11841.67,13950.0,14516.67,13597.92",3,"Real Estate and Rental and Leasing,1308.33,1225.0,1325.0,1441.67,1458.33,1491.67,1525.0,1516.67,1550.0,1508.33,1291.67,1316.67,1391.67,1358.33,1379.86"
"""         Arts, Entertainment, and Recreation"",1958.33,1866.67,1966.67,1975.0,2066.67,2225.0,2275.0,2383.33,2491.67,2600.0,1416.67,1733.33,2333.33,2633.33,2494.44",0,"Real Estate and Rental and Leasing,1308.33,1225.0,1325.0,1441.67,1458.33,1491.67,1525.0,1516.67,1550.0,1508.33,1291.67,1316.67,1391.67,1358.33,1379.86"
"Accommodation and Food Services,8916.67,9200.0,9691.67,10333.33,10900.0,11391.67,11600.0,11841.67,11975.0,12150.0,8850.0,10108.33,11616.67,11883.33,11103.47",4,"Accommodation and Food Services,8916.67,9200.0,9691.67,10333.33,10900.0,11391.67,11600.0,11841.67,11975.0,12150.0,8850.0,10108.33,11616.67,11883.33,11103.47"
"Other Services,3658.33,3608.33,3783.33,4066.67,4316.67,4533.33,4641.67,4966.67,5275.0,5258.33,4350.0,4300.0,4700.0,4741.67,4386.11",3,"Accommodation and Food Services,8916.67,9200.0,9691.67,10333.33,10900.0,11391.67,11600.0,11841.67,11975.0,12150.0,8850.0,10108.33,11616.67,11883.33,11103.47"
"Government,20333.33,20258.33,20408.33,20633.33,21050.0,21433.33,21733.33,21858.33,21991.67,22383.33,21050.0,20158.33,18800.0,19316.67,20115.28",3,"Accommodation and Food Services,8916.67,9200.0,9691.67,10333.33,10900.0,11391.67,11600.0,11841.67,11975.0,12150.0,8850.0,10108.33,11616.67,11883.33,11103.47"
"Federal Government,541.67,500.0,500.0,500.0,508.33,500.0,500.0,500.0,500.0,500.0,591.67,533.33,500.0,500.0,504.17",4,"Federal Government,541.67,500.0,500.0,500.0,508.33,500.0,500.0,500.0,500.0,500.0,591.67,533.33,500.0,500.0,504.17"
"Total State and Local Government,19791.67,19758.33,19908.33,20133.33,20541.67,20933.33,21233.33,21358.33,21491.67,21883.33,20458.33,19625.0,18300.0,18816.67,19611.11",4,"Total State and Local Government,19791.67,19758.33,19908.33,20133.33,20541.67,20933.33,21233.33,21358.33,21491.67,21883.33,20458.33,19625.0,18300.0,18816.67,19611.11"
"State Government,7858.33,8008.33,7966.67,8075.0,8175.0,8408.33,8408.33,8566.67,8466.67,9041.67,8425.0,7700.0,6258.33,6500.0,7248.61",5,"Total State and Local Government,19791.67,19758.33,19908.33,20133.33,20541.67,20933.33,21233.33,21358.33,21491.67,21883.33,20458.33,19625.0,18300.0,18816.67,19611.11"
"State Government Educational Services,7133.33,7283.33,7250.0,7391.67,7491.67,7725.0,7766.67,7933.33,7816.67,8391.67,7783.33,7050.0,5591.67,5800.0,6529.17",6,"Total State and Local Government,19791.67,19758.33,19908.33,20133.33,20541.67,20933.33,21233.33,21358.33,21491.67,21883.33,20458.33,19625.0,18300.0,18816.67,19611.11"
"State Government Excluding Education,725.0,725.0,716.67,683.33,683.33,683.33,641.67,633.33,650.0,650.0,641.67,650.0,666.67,700.0,719.44",6,"Total State and Local Government,19791.67,19758.33,19908.33,20133.33,20541.67,20933.33,21233.33,21358.33,21491.67,21883.33,20458.33,19625.0,18300.0,18816.67,19611.11"
"Local Government,11933.33,11750.0,11941.67,12058.33,12366.67,12525.0,12825.0,12791.67,13025.0,12841.67,12033.33,11925.0,12041.67,12316.67,12362.5",5,"Total State and Local Government,19791.67,19758.33,19908.33,20133.33,20541.67,20933.33,21233.33,21358.33,21491.67,21883.33,20458.33,19625.0,18300.0,18816.67,19611.11"
"Local Government excluding Educational Services,5041.67,4941.67,4966.67,5116.67,5275.0,5333.33,5483.33,5500.0,5558.33,5625.0,5641.67,5658.33,5458.33,5575.0,5386.81",5,"Total State and Local Government,19791.67,19758.33,19908.33,20133.33,20541.67,20933.33,21233.33,21358.33,21491.67,21883.33,20458.33,19625.0,18300.0,18816.67,19611.11"
"Special Districts plus Tribes,791.67,800.0,866.67,941.67,1025.0,1066.67,1083.33,1066.67,1066.67,1100.0,1108.33,1083.33,1025.0,1083.33,1035.42",8,"Total State and Local Government,19791.67,19758.33,19908.33,20133.33,20541.67,20933.33,21233.33,21358.33,21491.67,21883.33,20458.33,19625.0,18300.0,18816.67,19611.11"
"TITLE,2010_Average,2011_Average,2012_Average,2013_Average,2014_Average,2015_Average,2016_Average,2017_Average,2018_Average,2019_Average,2020_Average,2021_Average,2022_Average,2023_Average,2024_Average",0,
"Civilian Labor Force,78683.33,76991.67,75900.0,75041.67,74733.33,74108.33,74216.67,73916.67,73891.67,72850.0,73266.67,72841.67,72475.0,73900.0,75270.83",0,
"Civilian Employment,65175.0,64525.0,64966.67,66058.33,67466.67,68316.67,69016.67,69608.33,70200.0,69341.67,66741.67,67808.33,69083.33,70100.0,68290.97",1,
"Civilian Unemployment,13508.33,12483.33,10933.33,8983.33,7266.67,5783.33,5191.67,4316.67,3716.67,3516.67,6525.0,5033.33,3383.33,3816.67,6989.58",1,
"Civilian Unemployment Rate,0.17,0.16,0.14,0.12,0.1,0.08,0.07,0.06,0.05,0.05,0.09,0.07,0.05,0.05,0.09",0,
"""Total, All Industries"",59166.67,58341.67,58775.0,60441.67,62125.0,63400.0,64825.0,65841.67,66875.0,68166.67,66583.33,67941.67,69600.0,71175.0,66937.5",0,
"Total Farm,691.67,775.0,800.0,850.0,933.33,933.33,891.67,908.33,941.67,825.0,825.0,858.33,958.33,975.0,870.83",0,
"Total Nonfarm,58475.0,57566.67,57975.0,59591.67,61191.67,62466.67,63933.33,64933.33,65933.33,67341.67,65758.33,67083.33,68641.67,70200.0,66066.67",1,
"Total Private,45666.67,44950.0,45500.0,47141.67,48550.0,49758.33,51100.0,51858.33,52641.67,53741.67,52550.0,53966.67,55241.67,56133.33,52384.03",2,
"Goods Producing,4983.33,4991.67,4850.0,4975.0,5041.67,5341.67,5625.0,5883.33,6108.33,6475.0,6900.0,7225.0,7308.33,7350.0,6445.14",2,
"""      Mining, Logging and Construction"",2708.33,2791.67,2700.0,2783.33,2775.0,2975.0,3133.33,3300.0,3483.33,3925.0,4358.33,4433.33,4366.67,4408.33,3829.86",0,
"Manufacturing,2275.0,2200.0,2150.0,2191.67,2266.67,2366.67,2491.67,2583.33,2625.0,2550.0,2541.67,2791.67,2941.67,2941.67,2615.28",3,
"Service-Providing,53491.67,52575.0,53125.0,54616.67,56150.0,57125.0,58308.33,59050.0,59825.0,60866.67,58858.33,59858.33,61333.33,62850.0,59621.53",0,
"Private Service Providing,40683.33,39958.33,40650.0,42166.67,43508.33,44416.67,45475.0,45975.0,46533.33,47266.67,45650.0,46741.67,47933.33,48783.33,45938.89",2,
"""      Trade, Transportation, and Utilities"",11925.0,11750.0,11766.67,11975.0,12225.0,12641.67,12841.67,12891.67,12808.33,12983.33,13025.0,13441.67,13475.0,13183.33,12503.47",0,
"Wholesale Trade,1516.67,1466.67,1533.33,1575.0,1650.0,1800.0,1808.33,1841.67,1808.33,1966.67,1891.67,1825.0,1691.67,1625.0,1578.47",4,"Wholesale Trade,1516.67,1466.67,1533.33,1575.0,1650.0,1800.0,1808.33,1841.67,1808.33,1966.67,1891.67,1825.0,1691.67,1625.0,1578.47"
"Retail Trade,8675.0,8550.0,8533.33,8675.0,8816.67,9075.0,9250.0,9258.33,9108.33,9008.33,9075.0,9475.0,9566.67,9316.67,8912.5",4,"Retail Trade,8675.0,8550.0,8533.33,8675.0,8816.67,9075.0,9250.0,9258.33,9108.33,9008.33,9075.0,9475.0,9566.67,9316.67,8912.5"
"""        Transportation, Warehousing, and Utilities"",1733.33,1733.33,1700.0,1725.0,1758.33,1766.67,1783.33,1791.67,1891.67,2008.33,2058.33,2141.67,2216.67,2241.67,2012.5",0,"Retail Trade,8675.0,8550.0,8533.33,8675.0,8816.67,9075.0,9250.0,9258.33,9108.33,9008.33,9075.0,9475.0,9566.67,9316.67,8912.5"
"Information,641.67,616.67,600.0,650.0,700.0,700.0,700.0,650.0,550.0,500.0,500.0,500.0,508.33,500.0,559.03",3,"Retail Trade,8675.0,8550.0,8533.33,8675.0,8816.67,9075.0,9250.0,9258.33,9108.33,9008.33,9075.0,9475.0,9566.67,9316.67,8912.5"
"Financial Activities,2483.33,2416.67,2416.67,2491.67,2575.0,2558.33,2583.33,2658.33,2708.33,2766.67,2783.33,2833.33,2841.67,2775.0,2665.28",3,"Retail Trade,8675.0,8550.0,8533.33,8675.0,8816.67,9075.0,9250.0,9258.33,9108.33,9008.33,9075.0,9475.0,9566.67,9316.67,8912.5"
"Professional and Business Services,4291.67,4175.0,4166.67,4408.33,4916.67,5183.33,5575.0,5666.67,6141.67,6116.67,5791.67,5783.33,6066.67,6316.67,5579.86",3,"Retail Trade,8675.0,8550.0,8533.33,8675.0,8816.67,9075.0,9250.0,9258.33,9108.33,9008.33,9075.0,9475.0,9566.67,9316.67,8912.5"
"Private Education and Health Services,12908.33,12791.67,12883.33,13766.67,14108.33,14391.67,14758.33,14950.0,15075.0,15475.0,15233.33,15141.67,15641.67,16491.67,15479.86",3,"Retail Trade,8675.0,8550.0,8533.33,8675.0,8816.67,9075.0,9250.0,9258.33,9108.33,9008.33,9075.0,9475.0,9566.67,9316.67,8912.5"
"Leisure and Hospitality,6116.67,5833.33,6291.67,6408.33,6600.0,6675.0,6700.0,6816.67,6791.67,7000.0,6050.0,6716.67,6991.67,6958.33,6629.17",3,"Retail Trade,8675.0,8550.0,8533.33,8675.0,8816.67,9075.0,9250.0,9258.33,9108.33,9008.33,9075.0,9475.0,9566.67,9316.67,8912.5"
"Accommodation and Food Services,5208.33,4883.33,5416.67,5575.0,5750.0,5758.33,5775.0,5891.67,5858.33,6000.0,5308.33,5858.33,6075.0,6000.0,5602.78",4,"Accommodation and Food Services,5208.33,4883.33,5416.67,5575.0,5750.0,5758.33,5775.0,5891.67,5858.33,6000.0,5308.33,5858.33,6075.0,6000.0,5602.78"
"Other Services,2316.67,2375.0,2525.0,2466.67,2383.33,2266.67,2316.67,2341.67,2458.33,2425.0,2266.67,2325.0,2408.33,2558.33,2522.22",3,"Accommodation and Food Services,5208.33,4883.33,5416.67,5575.0,5750.0,5758.33,5775.0,5891.67,5858.33,6000.0,5308.33,5858.33,6075.0,6000.0,5602.78"
"Government,12808.33,12616.67,12475.0,12450.0,12641.67,12708.33,12833.33,13075.0,13291.67,13600.0,13208.33,13116.67,13400.0,14066.67,13682.64",3,"Accommodation and Food Services,5208.33,4883.33,5416.67,5575.0,5750.0,5758.33,5775.0,5891.67,5858.33,6000.0,5308.33,5858.33,6075.0,6000.0,5602.78"
"Federal Government,1500.0,1383.33,1350.0,1291.67,1291.67,1308.33,1291.67,1291.67,1291.67,1283.33,1333.33,1291.67,1291.67,1350.0,1351.39",4,"Federal Government,1500.0,1383.33,1350.0,1291.67,1291.67,1308.33,1291.67,1291.67,1291.67,1283.33,1333.33,1291.67,1291.67,1350.0,1351.39"
"State & Local Government,11308.33,11233.33,11125.0,11158.33,11350.0,11400.0,11541.67,11783.33,12000.0,12316.67,11875.0,11825.0,12108.33,12716.67,12331.25",4,"State & Local Government,11308.33,11233.33,11125.0,11158.33,11350.0,11400.0,11541.67,11783.33,12000.0,12316.67,11875.0,11825.0,12108.33,12716.67,12331.25"
"State Government,1733.33,1733.33,1708.33,1741.67,1841.67,1908.33,1891.67,1883.33,1958.33,1958.33,1966.67,1966.67,2008.33,2066.67,1963.19",5,"State & Local Government,11308.33,11233.33,11125.0,11158.33,11350.0,11400.0,11541.67,11783.33,12000.0,12316.67,11875.0,11825.0,12108.33,12716.67,12331.25"
"Local Government,9575.0,9500.0,9416.67,9416.67,9508.33,9491.67,9650.0,9900.0,10041.67,10358.33,9908.33,9858.33,10100.0,10650.0,10368.06",5,"State & Local Government,11308.33,11233.33,11125.0,11158.33,11350.0,11400.0,11541.67,11783.33,12000.0,12316.67,11875.0,11825.0,12108.33,12716.67,12331.25"
"Local Government Educational Services,5258.33,5250.0,5200.0,5133.33,5075.0,5066.67,5150.0,5416.67,5475.0,5775.0,5408.33,5308.33,5500.0,5933.33,5784.72",6,"State & Local Government,11308.33,11233.33,11125.0,11158.33,11350.0,11400.0,11541.67,11783.33,12000.0,12316.67,11875.0,11825.0,12108.33,12716.67,12331.25"
"Local Government excluding Educational Services,4316.67,4250.0,4216.67,4283.33,4433.33,4425.0,4500.0,4483.33,4566.67,4583.33,4500.0,4550.0,4600.0,4716.67,4583.33",5,"State & Local Government,11308.33,11233.33,11125.0,11158.33,11350.0,11400.0,11541.67,11783.33,12000.0,12316.67,11875.0,11825.0,12108.33,12716.67,12331.25"
"Special Districts plus Tribes,1008.33,1008.33,1033.33,1066.67,1183.33,1200.0,1200.0,1200.0,1275.0,1300.0,1266.67,1300.0,1300.0,1400.0,1308.33",8,"State & Local Government,11308.33,11233.33,11125.0,11158.33,11350.0,11400.0,11541.67,11783.33,12000.0,12316.67,11875.0,11825.0,12108.33,12716.67,12331.25"
"TITLE,2010_Average,2011_Average,2012_Average,2013_Average,2014_Average,2015_Average,2016_Average,2017_Average,2018_Average,2019_Average,2020_Average,2021_Average,2022_Average,2023_Average,2024_Average",0,
"Civilian Labor Force,1612.5,1600.0,1467.5,1448.33,1410.83,1362.5,1335.0,1291.67,1277.5,1329.17,1285.0,1305.0,1314.17,1332.5,1416.6",0,
"Civilian Employment,1360.83,1357.5,1253.33,1260.0,1266.67,1241.67,1232.5,1204.17,1200.0,1258.33,1179.17,1225.0,1257.5,1270.83,1284.86",1,
"Civilian Unemployment,252.5,241.67,214.17,186.67,145.0,120.83,101.67,85.83,76.67,73.33,106.67,79.17,56.67,62.5,132.5",1,
"Civilian Unemployment Rate,0.16,0.15,0.15,0.13,0.1,0.09,0.08,0.07,0.06,0.05,0.08,0.06,0.04,0.05,0.09",0,
"Total Wage and Salary,731.67,725.83,640.83,654.17,655.83,621.67,617.5,585.83,578.33,632.5,605.0,631.67,643.33,650.83,669.86",0,
"Total Farm,18.33,14.17,12.5,17.5,17.5,15.0,18.33,16.67,16.67,16.67,16.67,17.5,16.67,16.67,15.0",1,
"Total Nonfarm,713.33,711.67,628.33,636.67,638.33,606.67,599.17,569.17,561.67,615.83,588.33,614.17,626.67,634.17,654.86",1,
"Total Private,268.33,329.17,265.83,282.5,277.5,239.17,238.33,220.0,213.33,233.33,221.67,255.83,267.5,285.0,288.61",2,
"Goods Producing,31.67,24.17,29.17,28.33,40.83,44.17,48.33,25.0,27.5,32.5,24.17,30.0,33.33,45.83,42.85",2,
"Service-Providing,681.67,687.5,599.17,608.33,597.5,562.5,550.83,545.0,533.33,580.83,565.83,585.83,591.67,590.83,612.01",0,
"Private Service Providing,236.67,305.0,236.67,254.17,236.67,195.0,191.67,192.5,185.83,201.67,199.17,225.0,235.0,238.33,248.26",2,
"Government,445.0,382.5,362.5,354.17,360.83,367.5,360.83,350.83,348.33,380.0,366.67,360.83,358.33,351.67,365.42",3,
"Federal Government,58.33,56.67,56.67,50.0,48.33,48.33,46.67,40.83,45.0,42.5,40.0,35.83,35.83,35.0,40.0",4,"Federal Government,58.33,56.67,56.67,50.0,48.33,48.33,46.67,40.83,45.0,42.5,40.0,35.83,35.83,35.0,40.0"
"Total State and Local Government,386.67,325.83,305.83,304.17,312.5,319.17,313.33,309.17,304.17,338.33,327.5,323.33,324.17,320.0,327.08",4,"Total State and Local Government,386.67,325.83,305.83,304.17,312.5,319.17,313.33,309.17,304.17,338.33,327.5,323.33,324.17,320.0,327.08"
"State Government,40.0,50.0,50.0,60.83,70.0,66.67,56.67,50.83,45.83,47.5,41.67,40.0,40.0,38.33,44.24",5,"Total State and Local Government,386.67,325.83,305.83,304.17,312.5,319.17,313.33,309.17,304.17,338.33,327.5,323.33,324.17,320.0,327.08"
"Local Government,346.67,275.83,255.83,243.33,242.5,252.5,259.17,258.33,255.83,293.33,284.17,285.83,285.83,281.67,282.85",5,"Total State and Local Government,386.67,325.83,305.83,304.17,312.5,319.17,313.33,309.17,304.17,338.33,327.5,323.33,324.17,320.0,327.08"
"TITLE,2010_Average,2011_Average,2012_Average,2013_Average,2014_Average,2015_Average,2016_Average,2017_Average,2018_Average,2019_Average,2020_Average,2021_Average,2022_Average,2023_Average,2024_Average",0,
"Civilian Labor Force,19672.5,19426.67,18853.33,18240.0,17977.5,17882.5,17896.67,17785.83,17362.5,17164.17,16968.33,16666.67,16532.5,16717.5,17520.0",0,
"Civilian Employment,16282.5,16070.83,15865.83,15812.5,15960.0,16200.0,16370.83,16485.83,16190.83,16040.0,15270.83,15316.67,15571.67,15650.0,15630.14",1,
"Civilian Unemployment,3390.83,3355.0,2990.0,2429.17,2015.83,1685.83,1526.67,1300.83,1171.67,1125.0,1698.33,1351.67,958.33,1068.33,1891.74",1,
"Civilian Unemployment Rate,0.17,0.17,0.16,0.13,0.11,0.09,0.09,0.07,0.07,0.07,0.1,0.08,0.06,0.06,0.1",0,
"""Total, All Industries"",13377.5,13189.17,13035.0,13145.83,13371.67,13682.5,14017.5,14252.5,14038.33,14093.33,13648.33,13736.67,14046.67,14244.17,13717.43",0,
"Total Farm,700.0,714.17,755.83,740.0,775.83,821.67,858.33,922.5,879.17,824.17,1005.83,1000.0,995.0,1088.33,854.65",1,
"Total Nonfarm,12677.5,12475.0,12279.17,12405.83,12595.83,12860.83,13159.17,13330.0,13159.17,13269.17,12642.5,12736.67,13051.67,13155.83,12862.78",1,
"Total Private,8363.33,8057.5,7994.17,8280.0,8416.67,8589.17,8865.0,9080.83,8990.0,9078.33,8612.5,8910.0,9196.67,9200.83,8790.97",2,
